Date	SULON	SULAT	SUSP	MOLON	MOLAT	MOSP	MELON	MELAT	MESP	VELON	VELAT	VESP	MALON	MALAT	MASP	JULON	JULAT	JUSP	SALON	SALAT	SASP	URLON	URLAT	URSP	NELON	NELAT	NESP	PLLON	PLLAT	PLSP	NNLON	NNLAT	NNSP	SNLON	SNLAT	SNSP
1999-1-1	280.36	-0.00	1.019	88.63	-4.18	14.633	261.62	0.56	1.399	295.70	-1.31	1.254	198.51	1.90	0.495	351.98	-1.24	0.147	26.77	-2.54	0.005	310.97	-0.63	0.052	301.07	0.30	0.036	249.12	11.38	0.035	144.38	0.00	-0.053	324.38	0.00	-0.053
