Date	SULON	SULAT	SUSP	MOLON	MOLAT	MOSP	MELON	MELAT	MESP	VELON	VELAT	VESP	MALON	MALAT	MASP	JULON	JULAT	JUSP	SALON	SALAT	SASP	URLON	URLAT	URSP	NELON	NELAT	NESP	PLLON	PLLAT	PLSP	NNLON	NNLAT	NNSP	SNLON	SNLAT	SNSP
1998-6-1	70.76	0.00	0.958	153.90	-0.14	12.193	60.25	-0.69	2.047	32.88	-2.05	1.165	65.88	0.25	0.705	354.75	-1.13	0.134	29.20	-2.30	0.106	312.65	-0.66	-0.012	301.96	0.35	-0.014	246.58	12.42	-0.027	155.70	0.00	-0.053	335.70	0.00	-0.053
