Date	SULON	SULAT	SUSP	MOLON	MOLAT	MOSP	MELON	MELAT	MESP	VELON	VELAT	VESP	MALON	MALAT	MASP	JULON	JULAT	JUSP	SALON	SALAT	SASP	URLON	URLAT	URSP	NELON	NELAT	NESP	PLLON	PLLAT	PLSP	NNLON	NNLAT	NNSP	SNLON	SNLAT	SNSP
1776-7-4	102.73	-0.00	0.953	318.20	-1.06	14.455	114.47	-3.73	-0.421	92.35	0.07	1.225	80.95	0.37	0.683	95.79	-0.07	0.226	194.79	2.52	0.029	68.89	-0.07	0.051	172.41	1.25	0.017	297.56	-3.11	-0.023	127.62	0.00	-0.053	307.62	0.00	-0.053
