ADA-USD-predict-kknnLDAG-ensamble.csv = 0.47
ADA-USD-predict-ensamble-gakknn-SA.csv = 0.51
ADA-USD-predict-kknnLDAE-ensamble.csv = 0.51
ADA-USD-predict-ensamble-gakknn-SAC.csv = 0.51
ADA-USD-predict-ensamble-gakknn-RAB.csv = 0.49
ADA-USD-predict-ensamble-gakknn-VACH.csv = 0.50
ADA-USD-predict-ensamble-gakknn-MIHF.csv = 0.53
ADA-USD-predict-ensamble-gakknn-VFA.csv = 0.53
ADA-USD-predict-ensamble-gakknn-MAABDAC.csv = 0.47
BAT-USD-predict-ensamble-gakknn-RBC.csv = 0.47
BAT-USD-predict-ensamble-gakknn-MEM.csv = 0.52
BAT-USD-predict-ensamble-gakknn-MBA.csv = 0.50
BAT-USD-predict-ensamble-gakknn-NBCA.csv = 0.47
BAT-USD-predict-ensamble-gakknn-MCD.csv = 0.50
BAT-USD-predict-ensamble-gakknn-NDA.csv = 0.48
BAT-USD-predict-ensamble-gakknn-MIB.csv = 0.55
BAT-USD-predict-ensamble-gakknn-TBC.csv = 0.48
BAT-USD-predict-ensamble-gakknn-VACGBFCE.csv = 0.53
BAT-USD-predict-ensamble-gakknn-VDJ.csv = 0.49
BAT-USD-predict-ensamble-gakknn-MI.csv = 0.47
BAT-USD-predict-ensamble-gakknn-MFC.csv = 0.51
BAT-USD-predict-ensamble-gakknn-MID.csv = 0.46
BAT-USD-predict-ensamble-gakknn-VD.csv = 0.48
BAT-USD-predict-ensamble-gakknn-NBC.csv = 0.55
BAT-USD-predict-ensamble-gakknn-MIHDA.csv = 0.52
BAT-USD-predict-ensamble-gakknn-VDIBCC.csv = 0.53
BAT-USD-predict-ensamble-gakknn-NEB.csv = 0.50
BAT-USD-predict-ensamble-gakknn-SAC.csv = 0.47
BAT-USD-predict-ensamble-gakknn-VDIDC.csv = 0.54
BAT-USD-predict-ensamble-gakknn-VACGBF.csv = 0.50
BAT-USD-predict-ensamble-gakknn-NDC.csv = 0.51
BAT-USD-predict-ensamble-gakknn-VFB.csv = 0.45
BAT-USD-predict-ensamble-gakknn-NBA.csv = 0.51
BNB-USD-predict-ensamble-gakknn-MIHDA.csv = 0.53
BNB-USD-predict-ensamble-gakknn-VACGBFA.csv = 0.54
BNB-USD-predict-ensamble-gakknn-VACGBFCG.csv = 0.54
BNB-USD-predict-ensamble-gakknn-VACGD.csv = 0.53
BNB-USD-predict-ensamble-gakknn-VACGBB.csv = 0.53
BNB-USD-predict-ensamble-gakknn-VACGBA.csv = 0.53
BNB-USD-predict-ensamble-gakknn-MIFB.csv = 0.57
BNB-USD-predict-ensamble-gakknn-MIBA.csv = 0.54
BNB-USD-predict-ensamble-gakknn-VACGBFCI.csv = 0.58
BNB-USD-predict-ensamble-gakknn-VACGBD.csv = 0.54
BNB-USD-predict-ensamble-gakknn-VACGBFCH.csv = 0.54
BNB-USD-predict-ensamble-gakknn-VACGBFCK.csv = 0.56
BNB-USD-predict-ensamble-gakknn-VACF.csv = 0.58
BNB-USD-predict-ensamble-gakknn-VACGBFCF.csv = 0.56
BNB-USD-predict-ensamble-gakknn-VDIC.csv = 0.55
BNB-USD-predict-ensamble-gakknn-VDIDE.csv = 0.51
BNB-USD-predict-ensamble-gakknn-MFY.csv = 0.52
BNB-USD-predict-ensamble-gakknn-MFP.csv = 0.44
BNB-USD-predict-ensamble-gakknn-VACGBFCB.csv = 0.55
BNB-USD-predict-ensamble-gakknn-VACGG.csv = 0.52
BNB-USD-predict-ensamble-gakknn-MIDD.csv = 0.54
BNB-USD-predict-ensamble-gakknn-MCD.csv = 0.53
BNB-USD-predict-ensamble-gakknn-VDIDCA.csv = 0.52
BNB-USD-predict-ensamble-gakknn-VACGF.csv = 0.54
BNB-USD-predict-ensamble-gakknn-MFL.csv = 0.55
BNB-USD-predict-ensamble-gakknn-VDIBCA.csv = 0.49
BNB-USD-predict-ensamble-gakknn-VACGBFCJ.csv = 0.55
BNB-USD-predict-ensamble-gakknn-VAC.csv = 0.56
BTC-USD-predict-ensamble-gakknn-MEA.csv = 0.52
BTC-USD-predict-ensamble-gakknn-UADBA.csv = 0.48
BTC-USD-predict-ensamble-gakknn-MFH.csv = 0.47
BTC-USD-predict-kknnLDN-ensamble.csv (needs fix)
BTC-USD-predict-ensamble-gakknn-MAABDAF.csv = 0.43
BTC-USD-predict-xgblinearLJ-ensamble.csv = 0.51
BTC-USD-predict-ensamble-gakknn-VEC.csv = 0.54
BTC-USD-predict-ensamble-gakknn-MFU.csv = 0.54
BTC-USD-predict-ensamble-gakknn-MFP.csv = 0.55
BTC-USD-predict-kknnLDDC-ensamble.csv = 0.53
BTC-USD-predict-ensamble-gakknn-VACGBFC.csv = 0.50
BTC-USD-predict-ensamble-gakknn-UBD.csv = 0.50
BTC-USD-predict-ensamble-gakknn-VG.csv = 0.47
BTC-USD-predict-ensamble-gakknn-VCB.csv = 0.56
BTC-USD-predict-ensamble-gakknn-VFG.csv = 0.56
DASH-USD-predict-ensamble-gakknn-NEB.csv = 0.48
DASH-USD-predict-ensamble-gakknn-MFL.csv = 0.46
DASH-USD-predict-ensamble-gakknn-QC.csv = 0.51
DASH-USD-predict-ensamble-gakknn-MFT.csv = 0.51
DASH-USD-predict-ensamble-gakknn-MEO.csv = 0.52
DASH-USD-predict-ensamble-gakknn-MFB.csv = 0.49
DASH-USD-predict-ensamble-gakknn-UADAE.csv = 0.48
DASH-USD-predict-ensamble-gakknn-MEP.csv = 0.48
DASH-USD-predict-ensamble-gakknn-SAB.csv = 0.47
DASH-USD-predict-ensamble-gakknn-MF.csv = 0.48
DASH-USD-predict-ensamble-gakknn-UADCB.csv = 0.48
EOS-USD-predict-ensamble-gakknn-MIDC.csv = 0.46
EOS-USD-predict-ensamble-gakknn-MAF.csv = 0.52
EOS-USD-predict-ensamble-gakknn-MFH.csv = 0.49
EOS-USD-predict-ensamble-gakknn-QAB.csv = 0.48
EOS-USD-predict-ensamble-gakknn-MIFC.csv = 0.56
EOS-USD-predict-ensamble-gakknn-RAB.csv = 0.51
EOS-USD-predict-ensamble-gakknn-VDIBCFB.csv = 0.56
EOS-USD-predict-ensamble-gakknn-MDD.csv = 0.49
EOS-USD-predict-ensamble-gakknn-MD.csv = 0.45
EOS-USD-predict-kknnLDE-ensamble.csv (needs fix)
EOS-USD-predict-ensamble-gakknn-MAE.csv = 0.47
LINK-USD-predict-ensamble-gakknn-VACE.csv = 0.55
LINK-USD-predict-ensamble-gakknn-MIHE.csv = 0.52
LINK-USD-predict-ensamble-gakknn-VACGF.csv = 0.57
LINK-USD-predict-ensamble-gakknn-VGG.csv = 0.51
LINK-USD-predict-ensamble-gakknn-NAF.csv = 0.47
LINK-USD-predict-ensamble-gakknn-VACGC.csv = 0.58
LINK-USD-predict-ensamble-gakknn-VACGBG.csv = 0.49
LINK-USD-predict-ensamble-gakknn-VACGE.csv = 0.56
LINK-USD-predict-ensamble-gakknn-VACGBFCC.csv = 0.57
LINK-USD-predict-ensamble-gakknn-VACGBFB.csv = 0.56
LINK-USD-predict-ensamble-gakknn-VACGB.csv = 0.56
LINK-USD-predict-ensamble-gakknn-VACGA.csv = 0.53
LINK-USD-predict-ensamble-gakknn-VACGBFCB.csv = 0.53
LINK-USD-predict-ensamble-gakknn-VFB.csv = 0.51
LINK-USD-predict-ensamble-gakknn-MIFCD.csv = 0.48
LTC-USD-predict-ensamble-gakknn-MFM.csv = 0.46
LTC-USD-predict-ensamble-gakknn-VDM.csv = 0.53
LTC-USD-predict-ensamble-gakknn-VEC.csv = 0.51
LTC-USD-predict-ensamble-gakknn-MIBA.csv = 0.51
LTC-USD-predict-ensamble-gakknn-MAB.csv = 0.48
