<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
USDJPY,20061121,00:00:00,118.0400,117.7200,118.2200,117.8200
USDJPY,20061122,00:00:00,117.8100,116.3600,117.8800,116.6900
USDJPY,20061123,00:00:00,116.6900,116.0100,116.7900,116.2900
USDJPY,20061124,00:00:00,116.2900,115.5700,116.4500,115.7900
USDJPY,20061127,00:00:00,115.3900,115.3800,116.3900,116.0800
USDJPY,20061128,00:00:00,116.0900,115.8800,116.3700,116.2000
USDJPY,20061129,00:00:00,116.2000,115.5700,116.4400,116.3800
USDJPY,20061130,00:00:00,116.3800,115.5000,116.5200,115.7500
USDJPY,20061201,00:00:00,115.7500,114.9700,116.3600,115.4500
USDJPY,20061204,00:00:00,115.0900,115.0800,115.8100,115.2800
USDJPY,20061205,00:00:00,115.2800,114.4200,115.4000,114.9400
USDJPY,20061206,00:00:00,114.9400,114.5000,115.3300,115.3100
USDJPY,20061207,00:00:00,115.3100,114.7500,115.3600,115.2200
USDJPY,20061208,00:00:00,115.2200,114.8900,116.4600,116.3200
USDJPY,20061211,00:00:00,116.3300,116.1500,117.2200,116.7900
USDJPY,20061212,00:00:00,116.7900,116.6700,117.2100,116.7200
USDJPY,20061213,00:00:00,116.7200,116.6400,117.6200,117.4800
USDJPY,20061214,00:00:00,117.4800,117.2500,117.8600,117.7200
USDJPY,20061215,00:00:00,117.7200,117.4300,118.3000,118.0400
USDJPY,20061218,00:00:00,117.9400,117.6800,118.2500,118.1100
USDJPY,20061219,00:00:00,118.1100,117.7900,118.2900,118.0500
USDJPY,20061220,00:00:00,118.0500,117.9300,118.4800,118.3700
USDJPY,20061221,00:00:00,118.3700,117.9400,118.4800,118.3200
USDJPY,20061222,00:00:00,118.3200,118.2100,118.9300,118.7800
USDJPY,20061225,00:00:00,118.7300,118.6900,118.7600,118.7300
USDJPY,20061226,00:00:00,118.7300,118.7300,119.2000,119.1400
USDJPY,20061227,00:00:00,119.1400,118.2700,119.1900,118.6100
USDJPY,20061228,00:00:00,118.6200,118.5100,119.0100,118.9200
USDJPY,20061229,00:00:00,118.9200,118.7200,119.1400,118.9900
USDJPY,20070101,00:00:00,119.0200,118.9200,119.0300,118.9600
USDJPY,20070102,00:00:00,118.9600,118.4900,118.9800,118.8100
USDJPY,20070103,00:00:00,118.8100,118.6500,119.6600,119.3900
USDJPY,20070104,00:00:00,119.3900,118.8600,119.4800,118.8700
USDJPY,20070105,00:00:00,118.8700,117.9700,119.0100,118.6500
USDJPY,20070108,00:00:00,118.6700,118.1100,118.8100,118.7900
USDJPY,20070109,00:00:00,118.7900,118.6600,119.5200,119.3700
USDJPY,20070110,00:00:00,119.3700,119.1300,119.7500,119.5800
USDJPY,20070111,00:00:00,119.5800,119.4800,120.6100,120.4300
USDJPY,20070112,00:00:00,120.4400,120.1500,120.7000,120.3300
USDJPY,20070115,00:00:00,120.3100,120.0400,120.5800,120.4500
USDJPY,20070116,00:00:00,120.4500,120.2100,120.7400,120.6400
USDJPY,20070117,00:00:00,120.6400,120.3300,120.8600,120.6300
USDJPY,20070118,00:00:00,120.6300,120.4700,121.5600,121.1800
USDJPY,20070119,00:00:00,121.1800,121.0800,121.4600,121.2100
USDJPY,20070122,00:00:00,121.2300,121.2000,121.7700,121.6600
USDJPY,20070123,00:00:00,121.6600,121.0900,121.7200,121.6700
USDJPY,20070124,00:00:00,121.6700,120.6300,121.7600,121.0600
USDJPY,20070125,00:00:00,121.0600,120.1800,121.2800,121.2400
USDJPY,20070126,00:00:00,121.2400,121.2000,121.6200,121.5700
USDJPY,20070129,00:00:00,121.4500,121.4200,122.1600,121.7300
USDJPY,20070130,00:00:00,121.7300,121.4500,121.9700,121.6900
USDJPY,20070131,00:00:00,121.6900,120.6200,121.7200,120.8300
USDJPY,20070201,00:00:00,120.8400,120.0900,120.8900,120.7600
USDJPY,20070202,00:00:00,120.7500,120.6200,121.3400,121.0100
USDJPY,20070205,00:00:00,121.1600,120.2200,121.1700,120.2800
USDJPY,20070206,00:00:00,120.2900,119.9600,120.5400,120.0300
USDJPY,20070207,00:00:00,120.0300,120.0100,120.7900,120.5900
USDJPY,20070208,00:00:00,120.5900,120.5600,121.4200,121.0900
USDJPY,20070209,00:00:00,121.1000,121.0400,121.7200,121.6500
USDJPY,20070212,00:00:00,122.0400,121.5600,122.0400,121.8300
USDJPY,20070213,00:00:00,121.8300,121.0800,121.8300,121.1700
USDJPY,20070214,00:00:00,121.1700,120.6100,121.3400,120.7000
USDJPY,20070215,00:00:00,120.7000,119.1500,120.7300,119.1900
USDJPY,20070216,00:00:00,119.1900,118.9700,119.5300,119.3200
USDJPY,20070219,00:00:00,119.2500,119.2500,119.7100,119.6400
USDJPY,20070220,00:00:00,119.6400,119.5700,120.3200,120.0300
USDJPY,20070221,00:00:00,120.0300,119.6900,121.1600,120.8300
USDJPY,20070222,00:00:00,120.8300,120.8300,121.6100,121.5100
USDJPY,20070223,00:00:00,121.5100,120.9200,121.6100,121.0100
USDJPY,20070226,00:00:00,121.0300,120.3300,121.0400,120.6800
USDJPY,20070227,00:00:00,120.6800,117.4800,120.7200,118.1900
USDJPY,20070228,00:00:00,118.1900,117.9400,118.8000,118.4900
USDJPY,20070301,00:00:00,118.4900,116.9500,118.8300,117.5800
USDJPY,20070302,00:00:00,117.5800,116.4100,117.8000,116.8300
USDJPY,20070305,00:00:00,116.6200,115.1400,116.6200,115.2400
USDJPY,20070306,00:00:00,115.2300,115.2000,116.7500,116.7500
USDJPY,20070307,00:00:00,116.7600,115.7400,116.8700,115.8400
USDJPY,20070308,00:00:00,115.8300,115.5400,117.4500,117.2200
USDJPY,20070309,00:00:00,117.2200,117.0600,118.3500,118.2100
USDJPY,20070312,00:00:00,118.3300,117.2000,118.4700,117.4600
USDJPY,20070313,00:00:00,117.4700,116.0100,117.7500,116.0800
USDJPY,20070314,00:00:00,116.0900,115.7500,117.3900,117.2300
USDJPY,20070315,00:00:00,117.2300,117.0100,117.7500,117.3100
USDJPY,20070316,00:00:00,117.3000,116.5000,117.4100,116.6900
USDJPY,20070319,00:00:00,116.2500,116.2300,117.7400,117.4000
USDJPY,20070320,00:00:00,117.3900,116.9100,117.9900,117.2300
USDJPY,20070321,00:00:00,117.2300,117.1400,117.9200,117.3800
USDJPY,20070322,00:00:00,117.3800,117.2300,118.2700,118.1300
USDJPY,20070323,00:00:00,118.1200,117.3900,118.2200,118.1000
USDJPY,20070326,00:00:00,117.8800,117.6200,118.4000,118.0800
USDJPY,20070327,00:00:00,118.0800,117.6400,118.3600,117.7900
USDJPY,20070328,00:00:00,117.7900,116.3700,117.9700,116.8900
USDJPY,20070329,00:00:00,116.8900,116.6600,118.0700,118.0300
USDJPY,20070330,00:00:00,118.0300,117.2000,118.3700,117.8100
USDJPY,20070402,00:00:00,117.4500,117.4500,118.0400,117.8400
USDJPY,20070403,00:00:00,117.8400,117.7100,118.9600,118.9100
USDJPY,20070404,00:00:00,118.9000,118.5400,119.0600,118.6500
USDJPY,20070405,00:00:00,118.6400,118.4200,118.9700,118.6800
USDJPY,20070406,00:00:00,118.6800,118.6600,119.3600,119.2700
USDJPY,20070409,00:00:00,119.2300,119.1700,119.3600,119.2600
USDJPY,20070410,00:00:00,119.2600,118.7400,119.2900,119.0100
USDJPY,20070411,00:00:00,119.0100,118.8600,119.5100,119.3500
USDJPY,20070412,00:00:00,119.3500,118.7800,119.4900,119.0400
USDJPY,20070413,00:00:00,119.0500,118.2000,119.5400,119.1500
USDJPY,20070416,00:00:00,119.3900,118.9700,119.8400,119.6400
USDJPY,20070417,00:00:00,119.6500,118.8000,119.7900,118.9000
USDJPY,20070418,00:00:00,118.9000,118.0900,119.0000,118.4400
USDJPY,20070419,00:00:00,118.4400,117.5900,118.5600,118.4200
USDJPY,20070420,00:00:00,118.4100,118.2300,118.9300,118.7000
USDJPY,20070423,00:00:00,118.7000,118.2200,119.0100,118.5500
USDJPY,20070424,00:00:00,118.5600,118.2300,118.9100,118.5000
USDJPY,20070425,00:00:00,118.5100,118.2600,118.8200,118.6300
USDJPY,20070426,00:00:00,118.6200,118.5100,119.6400,119.4700
USDJPY,20070427,00:00:00,119.4700,118.8600,119.7300,119.4700
USDJPY,20070430,00:00:00,119.2200,119.2200,119.7300,119.4000
USDJPY,20070501,00:00:00,119.4000,119.0600,119.8400,119.7200
USDJPY,20070502,00:00:00,119.7200,119.5100,120.2500,120.1700
USDJPY,20070503,00:00:00,120.1700,119.9500,120.4400,120.4000
USDJPY,20070504,00:00:00,120.4000,119.8900,120.4400,120.1100
USDJPY,20070507,00:00:00,120.1100,119.7800,120.1700,120.0700
USDJPY,20070508,00:00:00,120.0700,119.5100,120.1100,120.0000
USDJPY,20070509,00:00:00,120.0000,119.6100,120.1100,120.0100
USDJPY,20070510,00:00:00,120.0100,119.7500,120.5100,119.7700
USDJPY,20070511,00:00:00,119.7600,119.4600,120.2000,120.0900
USDJPY,20070514,00:00:00,120.2000,120.0300,120.4300,120.3900
USDJPY,20070515,00:00:00,120.3900,120.1100,120.5500,120.2000
USDJPY,20070516,00:00:00,120.2000,120.1500,120.8100,120.7700
USDJPY,20070517,00:00:00,120.7700,120.6600,121.3300,121.2200
USDJPY,20070518,00:00:00,121.2200,120.6700,121.3600,121.0600
USDJPY,20070521,00:00:00,121.1300,121.0700,121.6000,121.4800
USDJPY,20070522,00:00:00,121.4800,121.1900,121.5700,121.5200
USDJPY,20070523,00:00:00,121.5200,121.3000,121.8400,121.5600
USDJPY,20070524,00:00:00,121.5600,121.2200,121.6500,121.4100
USDJPY,20070525,00:00:00,121.4000,120.8400,121.7500,121.7100
USDJPY,20070528,00:00:00,121.7000,121.5900,121.7900,121.6400
USDJPY,20070529,00:00:00,121.6400,121.1700,121.7800,121.6600
USDJPY,20070530,00:00:00,121.6500,121.2800,121.7400,121.6300
USDJPY,20070531,00:00:00,121.6200,121.4300,121.9600,121.7300
USDJPY,20070601,00:00:00,121.7200,121.6700,122.1100,122.0100
USDJPY,20070604,00:00:00,122.0100,121.5300,122.0900,121.6800
USDJPY,20070605,00:00:00,121.6800,121.1100,121.9100,121.3100
USDJPY,20070606,00:00:00,121.3100,120.8600,121.4700,121.0200
USDJPY,20070607,00:00:00,121.0200,120.7700,121.5400,120.9300
USDJPY,20070608,00:00:00,120.9300,120.7600,121.8100,121.7200
USDJPY,20070611,00:00:00,121.7100,121.5000,121.8100,121.6500
USDJPY,20070612,00:00:00,121.6500,121.5800,121.8200,121.6500
USDJPY,20070613,00:00:00,121.6500,121.4800,122.7300,122.6100
USDJPY,20070614,00:00:00,122.6100,122.5300,123.1000,122.9500
USDJPY,20070615,00:00:00,122.9500,122.9000,123.6400,123.4500
USDJPY,20070618,00:00:00,123.4400,123.3000,123.7200,123.6100
USDJPY,20070619,00:00:00,123.6000,123.3100,123.7000,123.3600
USDJPY,20070620,00:00:00,123.3600,123.0800,123.6500,123.4800
USDJPY,20070621,00:00:00,123.4800,123.4300,123.7200,123.7000
USDJPY,20070622,00:00:00,123.7000,123.6900,124.1100,123.7800
USDJPY,20070625,00:00:00,123.7600,123.2900,123.9200,123.6400
USDJPY,20070626,00:00:00,123.6400,122.7900,123.6700,123.1900
USDJPY,20070627,00:00:00,123.1800,122.2200,123.1900,122.7800
USDJPY,20070628,00:00:00,122.7800,122.7800,123.3300,123.1700
USDJPY,20070629,00:00:00,123.1700,122.9400,123.5200,123.1000
USDJPY,20070702,00:00:00,123.0100,122.0800,123.2600,122.3600
USDJPY,20070703,00:00:00,122.3500,122.1200,122.6600,122.4300
USDJPY,20070704,00:00:00,122.4300,122.2000,122.6800,122.5900
USDJPY,20070705,00:00:00,122.5800,122.3200,122.9800,122.9000
USDJPY,20070706,00:00:00,122.9000,122.8400,123.5200,123.3700
USDJPY,20070709,00:00:00,123.4000,123.2000,123.6400,123.3400
USDJPY,20070710,00:00:00,123.3400,121.2400,123.4500,121.3400
USDJPY,20070711,00:00:00,121.3500,120.9800,122.4900,122.3600
USDJPY,20070712,00:00:00,122.3600,121.8200,122.5600,122.3400
USDJPY,20070713,00:00:00,122.3400,121.9000,122.5800,121.9800
USDJPY,20070716,00:00:00,121.8400,121.5300,122.1600,121.8500
USDJPY,20070717,00:00:00,121.8500,121.6800,122.4000,122.1700
USDJPY,20070718,00:00:00,122.1700,121.5700,122.2600,121.8600
USDJPY,20070719,00:00:00,121.8700,121.7300,122.1500,122.0400
USDJPY,20070720,00:00:00,122.0400,120.8500,122.4000,121.1800
USDJPY,20070723,00:00:00,121.5700,120.7900,121.6000,121.0400
USDJPY,20070724,00:00:00,121.0500,119.9800,121.1100,120.1700
USDJPY,20070725,00:00:00,120.1800,119.8000,120.6100,120.4300
USDJPY,20070726,00:00:00,120.4300,118.0000,120.7100,118.1800
USDJPY,20070727,00:00:00,118.1700,118.1600,119.2600,118.7900
USDJPY,20070730,00:00:00,118.2200,118.0100,119.1700,119.1600
USDJPY,20070731,00:00:00,119.1700,118.3500,119.4700,118.4200
USDJPY,20070801,00:00:00,118.4200,117.5900,118.9700,118.8100
USDJPY,20070802,00:00:00,118.8000,118.3200,119.3400,119.1100
USDJPY,20070803,00:00:00,119.1000,118.0200,119.2900,118.0300
USDJPY,20070806,00:00:00,117.1700,117.1700,119.0700,118.8600
USDJPY,20070807,00:00:00,118.8600,117.9600,118.9400,118.7700
USDJPY,20070808,00:00:00,118.7700,118.7200,119.8100,119.5900
USDJPY,20070809,00:00:00,119.5900,118.1000,119.7400,118.1200
USDJPY,20070810,00:00:00,118.1200,117.2100,118.7200,118.5100
USDJPY,20070813,00:00:00,118.3300,117.6700,118.5300,118.1500
USDJPY,20070814,00:00:00,118.1500,117.5300,118.4900,117.5600
USDJPY,20070815,00:00:00,117.5600,116.2500,117.6200,116.2600
USDJPY,20070816,00:00:00,116.2600,111.9800,116.7000,114.4300
USDJPY,20070817,00:00:00,114.4500,111.5800,114.8700,114.1800
USDJPY,20070820,00:00:00,114.4000,113.6700,115.4700,114.8200
USDJPY,20070821,00:00:00,114.8200,114.0000,115.2100,114.2400
USDJPY,20070822,00:00:00,114.2300,113.9700,115.4300,115.3600
USDJPY,20070823,00:00:00,115.3600,115.3400,117.0900,116.3100
USDJPY,20070824,00:00:00,116.3100,115.5100,116.4200,116.3600
USDJPY,20070827,00:00:00,116.3900,115.5600,116.7300,115.6700
USDJPY,20070828,00:00:00,115.6700,114.1000,115.7400,114.1400
USDJPY,20070829,00:00:00,114.1400,113.8400,116.2200,116.1100
USDJPY,20070830,00:00:00,116.1100,115.2000,116.1100,115.8300
USDJPY,20070831,00:00:00,115.8300,115.4800,116.5800,115.7800
USDJPY,20070903,00:00:00,115.7500,115.6500,116.0800,115.9200
USDJPY,20070904,00:00:00,115.9200,115.3200,116.4000,116.1400
USDJPY,20070905,00:00:00,116.1500,114.9900,116.4500,115.0700
USDJPY,20070906,00:00:00,115.0600,114.8000,115.5300,115.4000
USDJPY,20070907,00:00:00,115.4100,113.1100,115.5900,113.3900
USDJPY,20070910,00:00:00,112.8700,112.5800,113.9700,113.6400
USDJPY,20070911,00:00:00,113.6400,113.3800,114.3500,114.3000
USDJPY,20070912,00:00:00,114.3000,113.7600,114.3500,114.1500
USDJPY,20070913,00:00:00,114.1600,114.0800,115.4600,114.7900
USDJPY,20070914,00:00:00,114.7800,114.3500,115.3700,115.2800
USDJPY,20070917,00:00:00,115.2400,114.6500,115.3500,115.0600
USDJPY,20070918,00:00:00,115.0600,114.7800,116.3400,115.9700
USDJPY,20070919,00:00:00,115.9700,115.6500,116.2900,115.8800
USDJPY,20070920,00:00:00,115.8800,113.9700,116.0200,114.6300
USDJPY,20070921,00:00:00,114.6300,114.5600,115.8200,115.3600
USDJPY,20070924,00:00:00,115.3600,114.6400,115.3600,114.8900
USDJPY,20070925,00:00:00,114.8900,114.0100,114.9500,114.6000
USDJPY,20070926,00:00:00,114.6100,114.5200,115.7200,115.4400
USDJPY,20070927,00:00:00,115.4400,115.1000,115.8600,115.5600
USDJPY,20070928,00:00:00,115.5600,114.6600,115.6300,114.8400
USDJPY,20071001,00:00:00,114.7400,114.7100,116.0300,115.7300
USDJPY,20071002,00:00:00,115.7300,115.2700,115.9700,115.6200
USDJPY,20071003,00:00:00,115.6100,115.5400,116.7500,116.6600
USDJPY,20071004,00:00:00,116.6600,116.2600,116.7300,116.3400
USDJPY,20071005,00:00:00,116.3400,116.3000,117.2300,116.8700
USDJPY,20071008,00:00:00,117.1300,116.9300,117.5800,117.3500
USDJPY,20071009,00:00:00,117.3600,116.7900,117.4200,117.0800
USDJPY,20071010,00:00:00,117.0800,116.9500,117.5000,117.1700
USDJPY,20071011,00:00:00,117.1700,117.0000,117.7600,117.2800
USDJPY,20071012,00:00:00,117.2800,117.1200,117.6700,117.5900
USDJPY,20071015,00:00:00,117.4300,117.1000,117.9200,117.4000
USDJPY,20071016,00:00:00,117.4000,116.4400,117.4300,116.8500
USDJPY,20071017,00:00:00,116.8500,116.1700,117.1700,116.5700
USDJPY,20071018,00:00:00,116.5700,115.2600,116.6100,115.5900
USDJPY,20071019,00:00:00,115.5900,114.5400,115.7000,114.5700
USDJPY,20071022,00:00:00,113.9400,113.2300,114.6000,114.4800
USDJPY,20071023,00:00:00,114.4900,114.1700,115.0000,114.6800
USDJPY,20071024,00:00:00,114.6900,113.8100,114.9300,114.1700
USDJPY,20071025,00:00:00,114.1700,113.7500,114.5400,114.1600
USDJPY,20071026,00:00:00,114.1600,113.9000,114.5400,114.2100
USDJPY,20071029,00:00:00,114.0900,114.0400,114.8900,114.6800
USDJPY,20071030,00:00:00,114.6800,114.3600,114.9800,114.6700
USDJPY,20071031,00:00:00,114.6600,114.5100,115.4700,115.2900
USDJPY,20071101,00:00:00,115.2900,114.4700,115.9000,114.4800
USDJPY,20071102,00:00:00,114.4800,114.3600,115.3800,114.8300
USDJPY,20071105,00:00:00,114.6100,114.0100,114.7800,114.4600
USDJPY,20071106,00:00:00,114.4600,114.2400,114.7600,114.6200
USDJPY,20071107,00:00:00,114.6100,112.0700,114.7600,112.3600
USDJPY,20071108,00:00:00,112.3600,112.2100,113.3400,112.6900
USDJPY,20071109,00:00:00,112.6800,110.4900,112.8600,110.6800
USDJPY,20071112,00:00:00,110.4300,109.1100,110.7600,109.5300
USDJPY,20071113,00:00:00,109.5300,109.4600,110.9700,110.9300
USDJPY,20071114,00:00:00,110.9300,110.7500,111.7300,111.1600
USDJPY,20071115,00:00:00,111.1500,110.1900,111.6500,110.3900
USDJPY,20071116,00:00:00,110.3900,109.7700,111.3100,110.9100
USDJPY,20071119,00:00:00,110.7900,109.6000,111.0500,109.7200
USDJPY,20071120,00:00:00,109.7200,109.5000,110.5500,109.8900
USDJPY,20071121,00:00:00,109.9000,108.2400,109.9500,108.5600
USDJPY,20071122,00:00:00,108.5400,108.2800,109.1400,108.5200
USDJPY,20071123,00:00:00,108.5200,107.5400,108.5800,108.3000
USDJPY,20071126,00:00:00,108.4600,107.1900,108.7500,107.4900
USDJPY,20071127,00:00:00,107.5000,107.2700,109.1200,108.8300
USDJPY,20071128,00:00:00,108.8300,108.2500,110.4500,109.8800
USDJPY,20071129,00:00:00,109.8800,109.4600,110.2800,109.7600
USDJPY,20071130,00:00:00,109.7700,109.6400,111.1900,111.0900
USDJPY,20071203,00:00:00,110.9500,110.1200,110.9800,110.4600
USDJPY,20071204,00:00:00,110.4500,109.5400,110.5100,109.8400
USDJPY,20071205,00:00:00,109.8400,109.7400,110.9400,110.8400
USDJPY,20071206,00:00:00,110.8400,110.6200,111.4300,111.2200
USDJPY,20071207,00:00:00,111.2200,111.1500,111.7600,111.6800
USDJPY,20071210,00:00:00,111.6100,111.3400,111.8500,111.6500
USDJPY,20071211,00:00:00,111.6500,110.4700,112.1100,110.6900
USDJPY,20071212,00:00:00,110.6900,110.6700,112.4400,112.1800
USDJPY,20071213,00:00:00,112.1800,111.3900,112.4200,112.2800
USDJPY,20071214,00:00:00,112.2800,112.2200,113.5700,113.3800
USDJPY,20071217,00:00:00,113.2900,112.8100,113.4600,112.8600
USDJPY,20071218,00:00:00,112.8500,112.7200,113.5100,113.2900
USDJPY,20071219,00:00:00,113.3000,112.7300,113.4700,113.2900
USDJPY,20071220,00:00:00,113.2900,112.7800,113.3500,113.1700
USDJPY,20071221,00:00:00,113.1700,112.9300,114.1800,114.1700
USDJPY,20071224,00:00:00,114.0100,113.9800,114.4600,114.2800
USDJPY,20071225,00:00:00,114.1700,114.1200,114.3700,114.2900
USDJPY,20071226,00:00:00,114.3000,113.9000,114.3600,114.2300
USDJPY,20071227,00:00:00,114.2300,113.5600,114.6400,113.8100
USDJPY,20071228,00:00:00,113.8100,112.6100,113.9900,112.6100
USDJPY,20071231,00:00:00,112.5600,111.4800,112.5800,111.7300
USDJPY,20080101,00:00:00,111.6100,111.5700,112.0800,111.8600
USDJPY,20080102,00:00:00,111.8600,109.2000,111.9600,109.7000
USDJPY,20080103,00:00:00,109.7100,108.2200,109.7400,109.4700
USDJPY,20080104,00:00:00,109.4700,107.8900,109.5600,108.4400
USDJPY,20080107,00:00:00,108.6200,108.5500,109.7000,109.2300
USDJPY,20080108,00:00:00,109.2300,108.7800,109.8000,108.8900
USDJPY,20080109,00:00:00,108.8900,108.8100,110.0800,109.9800
USDJPY,20080110,00:00:00,109.9800,109.0900,110.0700,109.4200
USDJPY,20080111,00:00:00,109.4200,108.6100,109.6800,108.9600
USDJPY,20080114,00:00:00,108.7600,107.3600,108.9300,108.2600
USDJPY,20080115,00:00:00,108.2600,106.5900,108.3100,106.9000
USDJPY,20080116,00:00:00,106.9000,105.9100,107.8900,107.4200
USDJPY,20080117,00:00:00,107.4200,106.5100,107.8500,106.5700
USDJPY,20080118,00:00:00,106.5800,106.3300,107.5600,106.6200
USDJPY,20080121,00:00:00,106.8100,105.6600,106.9400,105.6900
USDJPY,20080122,00:00:00,105.6900,105.6000,107.0100,106.6600
USDJPY,20080123,00:00:00,106.6700,104.9600,107.3500,106.5900
USDJPY,20080124,00:00:00,106.5900,105.9300,107.2000,107.1100
USDJPY,20080125,00:00:00,107.1100,106.7300,107.8700,106.8000
USDJPY,20080128,00:00:00,106.8000,105.9800,107.1100,107.0500
USDJPY,20080129,00:00:00,107.0600,106.3700,107.2000,107.0300
USDJPY,20080130,00:00:00,107.0300,106.0900,107.4300,106.2600
USDJPY,20080131,00:00:00,106.2600,105.7000,106.8400,106.3700
USDJPY,20080201,00:00:00,106.3700,105.7500,106.7100,106.5700
USDJPY,20080204,00:00:00,106.6400,106.5000,107.0600,106.6500
USDJPY,20080205,00:00:00,106.6500,106.6300,107.7000,106.7600
USDJPY,20080206,00:00:00,106.7600,106.1700,106.7800,106.3900
USDJPY,20080207,00:00:00,106.3800,105.9000,107.7900,107.3200
USDJPY,20080208,00:00:00,107.3200,107.1400,107.7000,107.3200
USDJPY,20080211,00:00:00,107.5000,106.3200,107.5100,106.8500
USDJPY,20080212,00:00:00,106.8400,106.7500,107.5000,107.2800
USDJPY,20080213,00:00:00,107.2800,106.9800,108.3500,108.1400
USDJPY,20080214,00:00:00,108.1400,107.7500,108.5800,107.8200
USDJPY,20080215,00:00:00,107.8200,107.2500,108.2800,107.7900
USDJPY,20080218,00:00:00,107.7900,107.7300,108.2900,108.1100
USDJPY,20080219,00:00:00,108.1100,107.2000,108.2600,107.8200
USDJPY,20080220,00:00:00,107.8200,107.4600,108.3300,108.0400
USDJPY,20080221,00:00:00,108.0400,107.1400,108.3000,107.2500
USDJPY,20080222,00:00:00,107.2500,106.7100,107.5500,107.1900
USDJPY,20080225,00:00:00,107.2600,107.2100,108.1900,108.0800
USDJPY,20080226,00:00:00,108.0800,107.1400,108.1100,107.2900
USDJPY,20080227,00:00:00,107.2900,105.9400,107.3700,106.3600
USDJPY,20080228,00:00:00,106.3600,105.0600,106.6100,105.2800
USDJPY,20080229,00:00:00,105.2800,103.7800,105.3500,103.8700
USDJPY,20080303,00:00:00,103.2900,102.6000,103.6800,103.4100
USDJPY,20080304,00:00:00,103.4100,102.6400,103.5500,103.4400
USDJPY,20080305,00:00:00,103.4400,103.2700,104.1600,103.8700
USDJPY,20080306,00:00:00,103.8700,102.4400,103.9700,102.5100
USDJPY,20080307,00:00:00,102.5300,101.4000,103.2100,102.8100
USDJPY,20080310,00:00:00,102.1100,101.5400,102.4200,101.7200
USDJPY,20080311,00:00:00,101.7200,101.4000,103.5700,103.3800
USDJPY,20080312,00:00:00,103.3800,101.0900,103.4200,101.5500
USDJPY,20080313,00:00:00,101.5400,99.7800,101.6700,100.6700
USDJPY,20080314,00:00:00,100.6700,98.8900,101.1100,99.0700
USDJPY,20080317,00:00:00,98.7000,95.7600,99.0700,97.3700
USDJPY,20080318,00:00:00,97.3600,96.8400,100.4200,100.0900
USDJPY,20080319,00:00:00,100.0900,97.6500,100.1700,98.7300
USDJPY,20080320,00:00:00,98.7300,98.4400,100.1800,99.0700
USDJPY,20080321,00:00:00,99.0800,99.0000,99.7100,99.5600
USDJPY,20080324,00:00:00,99.5000,99.4700,100.8700,100.6700
USDJPY,20080325,00:00:00,100.6800,99.6200,101.0100,99.9300
USDJPY,20080326,00:00:00,99.9300,98.7600,100.3000,98.9600
USDJPY,20080327,00:00:00,98.9500,98.5400,100.1300,99.4900
USDJPY,20080328,00:00:00,99.4900,99.0800,100.3600,99.2200
USDJPY,20080331,00:00:00,98.8400,98.8000,100.1500,99.8900
USDJPY,20080401,00:00:00,99.8900,99.5800,102.1300,101.7700
USDJPY,20080402,00:00:00,101.7600,101.5000,102.8100,102.2800
USDJPY,20080403,00:00:00,102.2900,102.0600,102.9200,102.2500
USDJPY,20080404,00:00:00,102.2500,101.4400,102.6700,101.5700
USDJPY,20080407,00:00:00,101.7000,101.5000,102.8200,102.3600
USDJPY,20080408,00:00:00,102.3500,101.7400,102.6600,102.5400
USDJPY,20080409,00:00:00,102.5300,101.4800,102.8100,101.7000
USDJPY,20080410,00:00:00,101.7000,100.0000,102.0100,101.7400
USDJPY,20080411,00:00:00,101.7400,100.6400,102.2400,100.8400
USDJPY,20080414,00:00:00,101.2400,100.2900,101.4800,101.0800
USDJPY,20080415,00:00:00,101.0800,100.7800,101.8500,101.8200
USDJPY,20080416,00:00:00,101.8200,100.8100,101.9100,101.7600
USDJPY,20080417,00:00:00,101.7600,101.6900,102.6900,102.4900
USDJPY,20080418,00:00:00,102.4900,102.2400,104.6200,103.6900
USDJPY,20080421,00:00:00,103.7800,102.9700,104.0400,103.2300
USDJPY,20080422,00:00:00,103.2200,102.6600,103.5200,102.8400
USDJPY,20080423,00:00:00,102.8300,102.7300,103.7600,103.4000
USDJPY,20080424,00:00:00,103.4000,103.3000,104.5100,104.2800
USDJPY,20080425,00:00:00,104.2800,103.8800,104.7900,104.3800
USDJPY,20080428,00:00:00,104.4200,104.0400,104.7800,104.1900
USDJPY,20080429,00:00:00,104.1900,103.2000,104.3400,104.0700
USDJPY,20080430,00:00:00,104.0800,103.6800,104.8500,103.9400
USDJPY,20080501,00:00:00,103.9500,103.5300,104.5600,104.3700
USDJPY,20080502,00:00:00,104.3700,104.3200,105.6800,105.3600
USDJPY,20080505,00:00:00,105.2900,104.7200,105.5900,104.9200
USDJPY,20080506,00:00:00,104.9200,104.0100,105.1000,104.7100
USDJPY,20080507,00:00:00,104.7100,104.5800,105.5600,104.6400
USDJPY,20080508,00:00:00,104.6400,103.3900,104.9200,103.7400
USDJPY,20080509,00:00:00,103.7500,102.6000,103.9400,102.9400
USDJPY,20080512,00:00:00,102.9800,102.5600,104.0200,103.8200
USDJPY,20080513,00:00:00,103.8200,103.3800,104.8900,104.6600
USDJPY,20080514,00:00:00,104.6600,104.5600,105.4100,104.9600
